Version:	0.100000
Fitness:	0.000000	0.102538
Sample:	1
PopSize:	1000
NoQTL:	1
Ploidy:	2
OptimizeVariance:	0.000527
Drift:	False
EnvVar:	0.012599
MutationScalar:	0.002100
MutationVar:	0.000026
Generations:	6500
ChangeFitnessSD:	5000	0.099119
MoveFitnessSD:	5000	1.815636
MoveType:	Phenotype
Seed:	821759058
PheotypeVar:	0.013126
Heritabitlity:	0.040184
StandardisePhenotype:	False
InitFitnessSD:	-1.000000
Generation	Phenotype Mean	Phenotype Ratio	Genotype Var	P Survived	Surviving Slope	Surviving Standardised Slope	w	
5592	2.934693	24.847665	0.000462	248	4.536347	0.348448	0.089714	
5593	2.937807	25.795457	0.000447	255	4.736064	0.354423	0.086829	
5594	2.940889	25.446655	0.000472	248	4.701496	0.345471	0.091699	
5595	2.942324	25.212166	0.000437	275	4.768115	0.340410	0.084939	
5596	2.946196	25.371567	0.000475	245	4.729257	0.342988	0.092392	
5597	2.948574	25.194674	0.000426	240	4.680358	0.370150	0.082721	
5598	2.948891	25.710971	0.000491	284	4.629276	0.344194	0.095438	
5599	2.953991	26.402997	0.000437	234	4.670732	0.354111	0.084884	
5600	2.959521	25.783086	0.000443	249	4.816578	0.344220	0.086051	
5601	2.964578	25.532806	0.000421	250	4.574952	0.348671	0.081752	
5602	2.965367	26.616057	0.000404	245	4.577963	0.359246	0.078466	
5603	2.969575	26.769426	0.000449	273	4.502596	0.339602	0.087262	
5604	2.972862	26.239746	0.000454	242	4.699798	0.356255	0.088268	
5605	2.979188	26.908492	0.000441	263	4.429506	0.318382	0.085750	
5606	2.981776	26.076943	0.000447	245	4.452800	0.344276	0.086930	
5607	2.983369	25.905217	0.000430	261	4.634822	0.346546	0.083523	
5608	2.991170	25.885387	0.000458	265	4.617994	0.348189	0.089094	
5609	2.996719	26.031095	0.000500	259	4.661774	0.358664	0.097256	
5610	2.997480	25.664310	0.000518	260	4.689261	0.341541	0.100688	
5611	3.006693	25.806165	0.000614	260	4.468755	0.356083	0.119302	
5612	3.012439	26.283999	0.000658	240	4.557498	0.365654	0.127924	
5613	3.017221	27.095618	0.000730	249	4.567287	0.353993	0.141922	
5614	3.021042	25.182556	0.000732	273	4.633250	0.354973	0.142289	
5615	3.024548	25.817672	0.000698	253	4.669982	0.322802	0.135677	
5616	3.032718	25.548129	0.000779	278	4.761018	0.335037	0.151394	
5617	3.038651	25.672053	0.000886	239	4.841737	0.347705	0.172273	
5618	3.045936	26.969563	0.000745	267	4.577620	0.349532	0.144782	
5619	3.050073	25.601373	0.000923	255	4.716448	0.368524	0.179365	
5620	3.063941	25.939976	0.000909	258	4.636344	0.352904	0.176617	
5621	3.068765	26.328396	0.000850	251	4.846969	0.357919	0.165253	
5622	3.075307	26.591895	0.000844	243	4.624436	0.343778	0.164029	
5623	3.078675	26.567814	0.000734	272	4.591731	0.336734	0.142631	
5624	3.086803	26.729085	0.000782	269	4.779114	0.338278	0.152098	
5625	3.091544	26.167627	0.000792	274	4.517177	0.342374	0.153963	
5626	3.100131	27.479422	0.000673	235	4.549744	0.327442	0.130811	
5627	3.106920	27.417292	0.000679	260	4.614933	0.348974	0.132084	
5628	3.116478	28.180748	0.000692	252	4.549082	0.342550	0.134452	
5629	3.121928	26.182774	0.000711	284	4.606325	0.347799	0.138176	
5630	3.124110	26.739616	0.000667	258	4.741773	0.356272	0.129616	
5631	3.138867	27.019929	0.000664	258	4.671574	0.345655	0.129049	
5632	3.145281	26.837827	0.000681	248	4.643064	0.343320	0.132466	
5633	3.146721	27.573190	0.000571	262	4.695599	0.354558	0.110935	
5634	3.166318	27.340343	0.000531	256	4.743631	0.349596	0.103297	
5635	3.159917	27.754242	0.000543	271	4.573344	0.338556	0.105643	
5636	3.166443	27.311751	0.000541	261	4.432719	0.367336	0.105134	
5637	3.177552	28.300907	0.000531	244	4.506901	0.345980	0.103252	
5638	3.175995	27.251188	0.000599	244	4.654277	0.334709	0.116393	
5639	3.181406	28.722405	0.000534	260	4.551142	0.344409	0.103736	
5640	3.183338	28.790593	0.000415	241	4.536390	0.355140	0.080692	
5641	3.184532	28.010596	0.000436	250	4.575500	0.349061	0.084747	
5642	3.186351	27.816804	0.000405	261	4.622528	0.342599	0.078781	
5643	3.202685	28.345524	0.000383	258	4.622243	0.337695	0.074543	
5644	3.200410	28.333459	0.000351	243	4.674451	0.335082	0.068289	
5645	3.205212	28.336238	0.000340	268	4.568273	0.356072	0.066085	
5646	3.206275	28.375770	0.000336	274	4.660919	0.344587	0.065242	
5647	3.213105	27.827721	0.000347	260	4.576449	0.345446	0.067463	
5648	3.217461	27.837377	0.000360	257	4.546000	0.339746	0.070045	
5649	3.210827	27.509288	0.000416	248	4.464348	0.352801	0.080866	
5650	3.216670	27.274193	0.000437	255	4.702207	0.370492	0.085023	
5651	3.221720	28.151081	0.000481	240	4.687943	0.310353	0.093426	
5652	3.225161	28.061431	0.000446	270	4.663248	0.339000	0.086662	
5653	3.226357	30.048822	0.000528	247	4.554322	0.344005	0.102645	
5654	3.235824	27.200640	0.000590	251	4.690455	0.345528	0.114749	
5655	3.245550	27.438224	0.000634	252	4.762674	0.371381	0.123185	
5656	3.243280	28.193108	0.000700	258	4.543020	0.364974	0.136152	
5657	3.254399	27.948607	0.000746	244	4.613624	0.344531	0.145094	
5658	3.256623	28.383342	0.000745	257	4.720786	0.343555	0.144860	
5659	3.263467	27.973849	0.000746	246	4.679457	0.345017	0.145036	
5660	3.276928	28.285303	0.000716	260	4.528581	0.366012	0.139177	
5661	3.280076	27.836554	0.000674	248	4.664571	0.348638	0.130932	
5662	3.293096	27.995698	0.000691	243	4.647117	0.357832	0.134312	
5663	3.295446	29.077199	0.000725	262	4.664426	0.357326	0.140859	
5664	3.300808	28.442785	0.000858	255	4.686594	0.343187	0.166807	
5665	3.310019	27.331236	0.000871	248	4.514601	0.342975	0.169383	
5666	3.319421	28.968166	0.000789	261	4.744019	0.347732	0.153432	
5667	3.329320	29.113220	0.000792	256	4.492687	0.340959	0.153895	
5668	3.329957	28.842361	0.000808	266	4.620587	0.355817	0.157117	
5669	3.347467	28.739080	0.000669	245	4.639377	0.359257	0.130004	
5670	3.348598	29.044464	0.000601	244	4.500857	0.349394	0.116898	
5671	3.352231	29.678370	0.000520	239	4.584742	0.338163	0.101035	
5672	3.363172	29.357420	0.000566	241	4.772627	0.323255	0.109967	
5673	3.370129	30.555539	0.000508	270	4.684332	0.337377	0.098742	
5674	3.366071	29.038571	0.000562	256	4.499188	0.353929	0.109278	
5675	3.381048	28.860497	0.000577	233	4.561781	0.358055	0.112251	
5676	3.382547	29.154942	0.000526	260	4.877771	0.328275	0.102190	
5677	3.384709	29.421277	0.000484	245	4.716869	0.345419	0.094017	
5678	3.387772	29.260658	0.000486	257	4.810885	0.312518	0.094528	
5679	3.400481	30.867076	0.000471	247	4.439165	0.341924	0.091566	
5680	3.399585	28.667323	0.000529	259	4.644600	0.348545	0.102748	
5681	3.405735	30.412216	0.000537	249	4.629837	0.349708	0.104390	
5682	3.413844	29.045648	0.000572	239	4.702274	0.345678	0.111186	
5683	3.418810	28.153122	0.000523	275	4.588515	0.370236	0.101641	
5684	3.421106	29.369219	0.000563	251	4.655711	0.351403	0.109374	
5685	3.427803	30.962884	0.000561	267	4.619649	0.339664	0.109043	
5686	3.433859	29.834001	0.000530	247	4.604092	0.352932	0.103091	
5687	3.435453	31.449965	0.000605	223	4.635993	0.323723	0.117545	
5688	3.437973	29.872714	0.000574	248	4.715302	0.337590	0.111576	
5689	3.442986	29.504002	0.000563	258	4.569797	0.346695	0.109499	
5690	3.451124	31.562377	0.000636	237	4.900025	0.359411	0.123647	
5691	3.456145	29.731870	0.000612	262	4.768082	0.328344	0.118955	
5692	3.463072	29.900450	0.000760	257	4.568662	0.354018	0.147661	
5693	3.470968	28.478972	0.000682	260	4.634771	0.362365	0.132487	
5694	3.471576	30.375829	0.000657	250	4.468816	0.343974	0.127633	
5695	3.486134	29.630424	0.000683	268	4.493971	0.350444	0.132749	
5696	3.492026	31.769579	0.000669	249	4.692838	0.332758	0.130009	
5697	3.498651	30.704886	0.000740	235	4.606771	0.366444	0.143867	
5698	3.502455	30.993114	0.000677	247	4.313516	0.355755	0.131614	
5699	3.504816	32.351846	0.000638	235	4.454687	0.334088	0.124074	
5700	3.510261	31.051337	0.000699	256	4.623558	0.358514	0.135906	
5701	3.517537	29.226550	0.000707	268	4.563599	0.325614	0.137458	
5702	3.519355	30.542703	0.000739	248	4.579416	0.350975	0.143601	
5703	3.532490	29.578404	0.000765	260	4.451386	0.353521	0.148757	
5704	3.535231	31.026888	0.000818	250	4.736930	0.339755	0.159011	
5705	3.544900	31.244698	0.000770	251	4.472665	0.336713	0.149728	
5706	3.545731	29.914692	0.000770	242	4.666206	0.362936	0.149690	
5707	3.561626	30.719617	0.000742	243	4.616637	0.334209	0.144222	
5708	3.561429	31.245792	0.000677	248	4.641349	0.326532	0.131533	
5709	3.582636	33.001000	0.000629	243	4.774773	0.326290	0.122334	
5710	3.580421	31.566126	0.000677	239	4.718137	0.335433	0.131630	
5711	3.579091	32.491771	0.000653	268	4.570223	0.329295	0.126980	
5712	3.589067	31.264704	0.000649	252	4.646644	0.359501	0.126214	
5713	3.594523	29.986186	0.000674	258	4.872369	0.351622	0.130966	
5714	3.596784	30.546656	0.000702	262	4.700446	0.369856	0.136478	
5715	3.601591	31.779504	0.000591	264	4.714898	0.353973	0.114839	
5716	3.610710	29.583024	0.000528	259	4.714285	0.373260	0.102695	
5717	3.611093	32.970862	0.000545	257	4.534648	0.332912	0.105969	
5718	3.615959	31.803598	0.000501	249	4.631100	0.334164	0.097337	
5719	3.624626	31.622547	0.000445	254	4.552900	0.336825	0.086597	
5720	3.630819	31.676034	0.000405	241	4.785515	0.336503	0.078650	
5721	3.627426	32.891389	0.000516	259	4.608844	0.341180	0.100250	
5722	3.637188	31.117480	0.000437	238	4.675997	0.350560	0.084866	
5723	3.646926	31.372628	0.000461	247	4.608912	0.356645	0.089607	
5724	3.651211	30.955113	0.000438	267	4.685095	0.379413	0.085127	
5725	3.657353	33.010394	0.000450	246	4.599199	0.337934	0.087392	
5726	3.656162	32.968143	0.000459	273	4.650634	0.341432	0.089282	
5727	3.660295	31.221809	0.000490	239	4.570070	0.363065	0.095212	
5728	3.665693	31.703596	0.000451	252	4.460186	0.354454	0.087730	
5729	3.670836	32.759881	0.000458	260	4.535640	0.337618	0.088972	
5730	3.671748	33.391669	0.000462	245	4.692104	0.369973	0.089907	
5731	3.673961	32.837420	0.000449	255	4.620752	0.320218	0.087337	
5732	3.681912	33.302848	0.000427	263	4.440553	0.329922	0.082988	
5733	3.690965	31.449775	0.000421	249	4.636960	0.346358	0.081908	
5734	3.689457	33.813923	0.000408	233	4.418659	0.364000	0.079306	
5735	3.695052	32.104661	0.000410	268	4.327887	0.334891	0.079682	
5736	3.691978	32.182797	0.000361	249	4.581749	0.348533	0.070168	
5737	3.694666	32.920752	0.000325	276	4.609488	0.344362	0.063114	
5738	3.702166	32.448111	0.000335	248	4.624019	0.331859	0.065117	
5739	3.698296	33.095824	0.000400	238	4.684006	0.338958	0.077730	
5740	3.706744	33.019493	0.000378	260	4.391881	0.331583	0.073426	
5741	3.710959	35.080177	0.000435	237	4.666043	0.330260	0.084537	
5742	3.710929	31.732967	0.000457	241	4.643902	0.337577	0.088920	
5743	3.713095	31.839589	0.000503	256	4.505794	0.351194	0.097712	
5744	3.721322	33.099133	0.000612	239	4.608124	0.366513	0.118949	
5745	3.728798	31.834929	0.000724	261	4.601902	0.353874	0.140678	
5746	3.736066	31.811898	0.000741	260	4.592529	0.349899	0.144052	
5747	3.735349	32.002642	0.000736	257	4.790048	0.352654	0.143163	
5748	3.744650	32.351071	0.000728	255	4.643714	0.345625	0.141579	
5749	3.755554	32.852068	0.000771	246	4.766971	0.354227	0.149832	
5750	3.760232	33.157723	0.000759	250	4.700788	0.361860	0.147561	
5751	3.766587	32.339547	0.000798	253	4.577235	0.363418	0.155158	
5752	3.771605	32.357343	0.000749	262	4.553745	0.350742	0.145516	
5753	3.783710	32.319554	0.000672	262	4.738693	0.350551	0.130646	
5754	3.788344	32.429229	0.000683	247	4.628511	0.346218	0.132795	
5755	3.790927	32.094956	0.000707	262	4.602920	0.342383	0.137433	
5756	3.797272	32.351320	0.000723	251	4.715045	0.339622	0.140532	
5757	3.811458	33.346163	0.000655	267	4.550268	0.335140	0.127385	
5758	3.814019	33.327385	0.000599	253	4.686952	0.351215	0.116450	
5759	3.826163	32.912492	0.000641	261	4.712882	0.349514	0.124694	
5760	3.821125	33.730607	0.000503	250	4.557985	0.333402	0.097793	
5761	3.828986	33.042641	0.000492	266	4.497080	0.340426	0.095625	
5762	3.832544	32.211301	0.000568	286	4.492636	0.357222	0.110488	
5763	3.839102	34.107573	0.000553	247	4.495573	0.326059	0.107445	
5764	3.838927	33.717686	0.000546	252	4.663234	0.341768	0.106174	
5765	3.837320	33.540853	0.000534	244	4.688125	0.350836	0.103817	
5766	3.851426	33.360535	0.000578	266	4.553158	0.342111	0.112284	
5767	3.860004	34.693579	0.000445	243	4.730245	0.340284	0.086516	
5768	3.861414	34.015169	0.000440	235	4.652662	0.363122	0.085461	
5769	3.868213	34.878464	0.000389	248	4.671408	0.332726	0.075626	
5770	3.862616	34.649415	0.000413	259	4.546669	0.350011	0.080374	
5771	3.875623	33.663118	0.000461	264	4.791449	0.355033	0.089632	
5772	3.875691	32.649004	0.000478	272	4.659622	0.365297	0.092936	
5773	3.885416	34.370934	0.000538	255	4.502816	0.354398	0.104627	
5774	3.895712	35.412525	0.000513	232	4.768028	0.326425	0.099713	
5775	3.894633	35.190022	0.000529	252	4.634500	0.344500	0.102797	
5776	3.894483	33.639979	0.000556	254	4.420292	0.357166	0.108008	
5777	3.902695	33.833256	0.000636	264	4.689929	0.329605	0.123580	
5778	3.906294	34.533887	0.000668	255	4.596079	0.335166	0.129861	
5779	3.910573	33.648319	0.000723	275	4.684534	0.350842	0.140496	
5780	3.921780	34.277451	0.000734	259	4.775924	0.354089	0.142605	
5781	3.923172	33.820069	0.000735	253	4.643661	0.344648	0.142868	
5782	3.927891	32.874693	0.000789	266	4.503728	0.349356	0.153387	
5783	3.927062	33.625046	0.000729	266	4.560725	0.363672	0.141676	
5784	3.945678	34.883653	0.000727	247	4.601024	0.340972	0.141281	
5785	3.952181	34.915122	0.000660	266	4.508848	0.331560	0.128302	
5786	3.956760	34.049715	0.000707	253	4.793580	0.348760	0.137401	
5787	3.962302	34.450958	0.000638	253	4.718277	0.343837	0.124049	
5788	3.965407	34.345191	0.000658	248	4.656457	0.356522	0.127853	
5789	3.967211	33.343265	0.000568	255	4.665976	0.367324	0.110388	
5790	3.980101	34.681292	0.000558	263	4.551210	0.354759	0.108466	
5791	3.980589	34.527779	0.000563	267	4.796042	0.341033	0.109440	
5792	3.986034	35.745428	0.000589	266	4.706698	0.337493	0.114552	
5793	3.994135	34.751705	0.000637	261	4.662508	0.353109	0.123860	
5794	4.000663	33.523354	0.000552	270	4.739105	0.355949	0.107284	
5795	4.005184	35.301811	0.000531	237	4.733162	0.356587	0.103197	
5796	4.009053	35.176752	0.000591	260	4.580791	0.353399	0.114826	
5797	4.015938	34.982964	0.000625	253	4.674887	0.333583	0.121485	
5798	4.024578	33.904606	0.000656	257	4.643762	0.341160	0.127528	
5799	4.027937	35.412476	0.000724	253	4.664327	0.332440	0.140778	
5800	4.037185	35.872408	0.000700	249	4.770777	0.338355	0.136132	
5801	4.049792	35.499907	0.000657	254	4.681936	0.343003	0.127745	
5802	4.051192	36.092778	0.000783	258	4.607009	0.336258	0.152297	
5803	4.062200	35.146143	0.000630	255	4.765509	0.354358	0.122550	
5804	4.068330	36.379572	0.000623	255	4.463085	0.344609	0.121149	
5805	4.070489	34.585936	0.000588	258	4.549471	0.339917	0.114330	
5806	4.071071	34.241356	0.000569	272	4.558258	0.343144	0.110590	
5807	4.079351	35.770904	0.000517	253	4.500786	0.331760	0.100534	
5808	4.081493	34.662452	0.000525	242	4.412719	0.356048	0.102041	
5809	4.078011	37.774624	0.000531	247	4.493694	0.330569	0.103154	
5810	4.085243	34.782441	0.000561	258	4.293162	0.358093	0.108968	
5811	4.089741	35.757569	0.000571	266	4.700031	0.334475	0.110924	
5812	4.096523	36.108388	0.000585	257	4.579604	0.334542	0.113666	
5813	4.094442	36.143399	0.000451	256	4.330100	0.332517	0.087666	
5814	4.103399	35.713687	0.000507	243	4.610683	0.368978	0.098467	
5815	4.102293	37.003281	0.000582	260	4.629649	0.350520	0.113186	
5816	4.112080	34.132155	0.000556	250	4.730378	0.360684	0.108159	
5817	4.112059	35.493436	0.000581	242	4.701470	0.357563	0.113014	
5818	4.123109	35.140067	0.000629	260	4.707403	0.340119	0.122259	
5819	4.124139	36.955490	0.000633	248	4.638798	0.336852	0.123017	
5820	4.128768	35.509140	0.000627	260	4.753824	0.332374	0.121974	
5821	4.136939	35.786631	0.000613	249	4.632416	0.361799	0.119189	
5822	4.141166	35.782866	0.000596	257	4.460262	0.335238	0.115837	
5823	4.151962	37.066274	0.000695	267	4.657362	0.362402	0.135058	
5824	4.155601	36.334382	0.000649	252	4.811053	0.331427	0.126185	
5825	4.162538	36.839328	0.000645	246	4.842268	0.349221	0.125354	
5826	4.170242	37.371274	0.000580	259	4.533460	0.340399	0.112679	
5827	4.181589	35.977960	0.000573	265	4.444308	0.346446	0.111382	
5828	4.183189	35.548697	0.000632	260	4.553477	0.369433	0.122899	
5829	4.186270	35.673026	0.000570	278	4.532940	0.331870	0.110753	
5830	4.187273	35.549828	0.000517	257	4.757844	0.334069	0.100550	
5831	4.193345	37.212643	0.000567	256	4.680309	0.350792	0.110144	
5832	4.197400	37.894792	0.000538	256	4.602478	0.347251	0.104674	
5833	4.206995	37.398370	0.000506	249	4.677041	0.334228	0.098384	
5834	4.205464	36.383263	0.000542	262	4.524830	0.325000	0.105364	
5835	4.214806	36.261980	0.000499	259	4.562803	0.355295	0.096942	
5836	4.220797	36.955371	0.000488	253	4.684513	0.363231	0.094797	
5837	4.226462	37.152753	0.000482	269	4.594657	0.332829	0.093668	
5838	4.229821	36.609645	0.000439	253	4.648726	0.348582	0.085350	
5839	4.233986	37.011897	0.000458	252	4.603166	0.339275	0.088972	
5840	4.241694	34.989852	0.000477	270	4.362532	0.350191	0.092728	
5841	4.240541	36.666856	0.000451	261	4.532002	0.353496	0.087635	
5842	4.243240	37.488106	0.000446	246	4.721413	0.335470	0.086610	
5843	4.252324	38.936829	0.000435	260	4.542132	0.349887	0.084562	
5844	4.256843	38.121571	0.000439	253	4.676173	0.337594	0.085276	
5845	4.256418	36.351132	0.000478	252	4.663675	0.364565	0.092978	
5846	4.258150	37.256504	0.000446	263	4.466956	0.343142	0.086611	
5847	4.273865	36.123998	0.000487	266	4.779623	0.339823	0.094589	
5848	4.274821	37.422827	0.000473	256	4.595257	0.348125	0.091999	
5849	4.277481	37.156819	0.000463	270	4.470008	0.358907	0.089988	
5850	4.281003	37.675890	0.000507	266	4.599116	0.331234	0.098598	
5851	4.290797	36.850510	0.000517	253	4.752778	0.360104	0.100450	
5852	4.291473	37.877390	0.000477	248	4.622980	0.345873	0.092793	
5853	4.293018	36.613061	0.000557	248	4.525830	0.346645	0.108358	
5854	4.300719	38.708902	0.000595	247	4.687860	0.328838	0.115624	
5855	4.305732	37.764490	0.000563	255	4.634056	0.352492	0.109443	
5856	4.312279	37.970864	0.000560	266	4.435808	0.333998	0.108886	
5857	4.320945	37.434167	0.000540	249	4.549168	0.343080	0.105037	
5858	4.319412	38.165846	0.000530	261	4.671810	0.351429	0.103019	
5859	4.328390	38.415277	0.000520	250	4.644670	0.367798	0.100993	
5860	4.330143	36.766231	0.000507	274	4.776406	0.345747	0.098518	
5861	4.334858	39.572905	0.000562	245	4.600025	0.350403	0.109224	
5862	4.339230	38.097180	0.000494	245	4.629808	0.340963	0.095964	
5863	4.344640	38.685170	0.000482	251	4.449502	0.359091	0.093632	
5864	4.345947	38.196944	0.000401	259	4.478326	0.358304	0.077861	
5865	4.357248	37.583565	0.000418	265	4.527210	0.348431	0.081165	
5866	4.353196	37.159482	0.000357	258	4.720854	0.337150	0.069451	
5867	4.355253	38.269177	0.000371	260	4.761498	0.341771	0.072122	
5868	4.365269	39.670055	0.000386	242	4.511457	0.343893	0.074958	
5869	4.366762	38.091483	0.000344	264	4.583572	0.353028	0.066926	
5870	4.375032	39.092133	0.000337	257	4.542247	0.348114	0.065520	
5871	4.369199	37.227526	0.000410	269	4.623637	0.335829	0.079670	
5872	4.372605	38.809215	0.000463	262	4.706886	0.342346	0.089937	
5873	4.379002	39.317960	0.000475	242	4.691505	0.333576	0.092304	
5874	4.381474	36.742582	0.000543	250	4.667861	0.356290	0.105538	
5875	4.379240	37.683548	0.000444	260	4.738126	0.377010	0.086237	
5876	4.392634	38.859465	0.000409	258	4.409700	0.329767	0.079533	
5877	4.394772	37.531581	0.000438	260	4.554200	0.339578	0.085099	
5878	4.401056	37.860776	0.000424	247	4.637323	0.380425	0.082330	
5879	4.407360	39.313978	0.000412	262	4.460466	0.362476	0.080002	
5880	4.409709	40.270204	0.000413	242	4.577700	0.352752	0.080297	
5881	4.407910	38.111452	0.000438	237	4.692255	0.328467	0.085162	
5882	4.411773	39.079709	0.000458	249	4.723279	0.363424	0.088955	
5883	4.413364	38.897809	0.000476	262	4.652619	0.363969	0.092525	
5884	4.427138	38.595355	0.000442	237	4.468885	0.322344	0.085986	
5885	4.423894	37.349678	0.000479	262	4.523599	0.342622	0.093190	
5886	4.430084	39.700337	0.000398	235	4.616335	0.350124	0.077330	
5887	4.428506	40.290317	0.000348	261	4.535985	0.323963	0.067742	
5888	4.434946	38.596017	0.000346	264	4.764093	0.342030	0.067238	
5889	4.429094	37.826523	0.000371	243	4.566662	0.368390	0.072202	
5890	4.440170	39.362965	0.000408	248	4.459461	0.340846	0.079367	
5891	4.441475	38.605519	0.000408	259	4.685123	0.373340	0.079315	
5892	4.448306	40.556261	0.000465	238	4.802189	0.338245	0.090477	
5893	4.456830	38.438673	0.000520	253	4.771371	0.340057	0.101178	
5894	4.452044	36.869196	0.000563	288	4.644222	0.340280	0.109362	
5895	4.451688	39.415394	0.000618	263	4.716114	0.359662	0.120209	
5896	4.458145	38.200151	0.000688	241	4.540508	0.357671	0.133820	
5897	4.469806	40.252608	0.000646	270	4.754424	0.348185	0.125653	
5898	4.475397	39.666899	0.000705	248	4.661995	0.332419	0.137076	
5899	4.485530	40.867207	0.000665	248	4.573512	0.325802	0.129238	
5900	4.487878	38.702939	0.000619	247	4.674978	0.340871	0.120240	
5901	4.495956	38.933545	0.000602	268	4.548764	0.342359	0.117017	
5902	4.506534	39.165578	0.000536	247	4.615096	0.331331	0.104237	
5903	4.515222	39.248586	0.000439	260	4.608233	0.354209	0.085379	
5904	4.512542	39.955088	0.000437	250	4.670945	0.328111	0.084969	
