Version:	0.100000
Fitness:	0.000000	0.102538
Sample:	1
PopSize:	1000
NoQTL:	1
Ploidy:	2
OptimizeVariance:	0.000527
Drift:	False
EnvVar:	0.012599
MutationScalar:	0.002100
MutationVar:	0.000026
Generations:	6500
ChangeFitnessSD:	5000	0.099119
MoveFitnessSD:	5000	1.815636
MoveType:	Phenotype
Seed:	821759058
PheotypeVar:	0.013126
Heritabitlity:	0.040184
StandardisePhenotype:	False
InitFitnessSD:	-1.000000
Generation	Phenotype Mean	Phenotype Ratio	Genotype Var	P Survived	Surviving Slope	Surviving Standardised Slope	w	
3435	-0.002670	-0.022805	0.001238	640	4.526480	0.335847	0.240613	
3436	-0.000574	-0.004794	0.001158	656	4.523152	0.349063	0.225033	
3437	0.002266	0.019672	0.001153	659	4.457050	0.317000	0.224124	
3438	0.003082	0.027314	0.001259	668	4.534365	0.352799	0.244784	
3439	-0.002476	-0.020512	0.001175	628	4.556795	0.351895	0.228494	
3440	0.013151	0.109909	0.001237	645	4.588473	0.359223	0.240497	
3441	0.009206	0.076574	0.001116	630	4.589823	0.360580	0.216897	
3442	0.004409	0.036671	0.001119	650	4.558229	0.353242	0.217488	
3443	0.006297	0.054098	0.001105	649	4.592708	0.355969	0.214852	
3444	0.009295	0.080336	0.001072	668	4.592349	0.347767	0.208459	
3445	0.002392	0.020189	0.001184	672	4.529964	0.352721	0.230108	
3446	0.000241	0.002062	0.001213	656	4.477495	0.353484	0.235878	
3447	0.001541	0.013379	0.001088	674	4.459019	0.343778	0.211466	
3448	0.003308	0.027146	0.001075	651	4.588300	0.352314	0.209000	
3449	0.004085	0.035554	0.000988	647	4.504239	0.323274	0.192012	
3450	-0.009990	-0.085782	0.000924	651	4.539760	0.332406	0.179532	
3451	-0.002515	-0.021743	0.001127	655	4.508362	0.342499	0.219018	
3452	-0.004790	-0.042129	0.001059	655	4.597573	0.350925	0.205778	
3453	-0.003718	-0.031860	0.001091	649	4.601883	0.359124	0.212054	
3454	-0.004162	-0.036573	0.001052	672	4.565294	0.357795	0.204493	
3455	-0.006898	-0.058326	0.001028	671	4.606437	0.347167	0.199875	
3456	0.002168	0.018013	0.001077	658	4.543994	0.366179	0.209291	
3457	0.006519	0.054701	0.001005	651	4.529870	0.352007	0.195381	
3458	0.005269	0.045126	0.000994	665	4.598214	0.348637	0.193315	
3459	-0.000520	-0.004407	0.001044	661	4.531280	0.334847	0.202913	
3460	0.002081	0.018333	0.000944	655	4.540647	0.355363	0.183563	
3461	0.005168	0.046477	0.001030	686	4.544101	0.343275	0.200256	
3462	-0.004813	-0.041080	0.001004	664	4.604007	0.364866	0.195105	
3463	0.006559	0.057009	0.000960	653	4.536787	0.344417	0.186633	
3464	0.004435	0.038256	0.000965	676	4.587398	0.362166	0.187664	
3465	0.006091	0.051301	0.001018	665	4.592580	0.352152	0.197916	
3466	0.003967	0.033601	0.001040	656	4.553164	0.352573	0.202127	
3467	0.010935	0.090977	0.001033	631	4.594034	0.361560	0.200802	
3468	-0.001121	-0.010079	0.000903	675	4.610553	0.352984	0.175546	
3469	0.009010	0.076556	0.001004	659	4.556999	0.352287	0.195116	
3470	0.005177	0.044050	0.000854	657	4.563710	0.346261	0.166000	
3471	0.004628	0.038415	0.000871	641	4.583146	0.343274	0.169347	
3472	0.009794	0.082546	0.000899	649	4.611599	0.355811	0.174758	
3473	0.004204	0.037487	0.000910	668	4.519931	0.338590	0.176869	
3474	0.010992	0.095324	0.000882	669	4.557741	0.358731	0.171445	
3475	0.005360	0.046827	0.000937	658	4.570176	0.339884	0.182183	
3476	0.001718	0.014640	0.000989	658	4.623568	0.364161	0.192273	
3477	0.006718	0.057821	0.000904	647	4.568715	0.355873	0.175739	
3478	0.009396	0.079457	0.000898	631	4.566603	0.363416	0.174634	
3479	0.005296	0.045669	0.000896	666	4.596635	0.370927	0.174104	
3480	0.001506	0.013121	0.000896	658	4.488512	0.339529	0.174142	
3481	-0.002532	-0.021952	0.000976	642	4.509560	0.338890	0.189747	
3482	0.005580	0.048570	0.000964	668	4.499862	0.334678	0.187329	
3483	0.001622	0.013721	0.000886	653	4.576535	0.342757	0.172230	
3484	-0.001154	-0.010164	0.001009	649	4.531294	0.334976	0.196128	
3485	0.004006	0.035342	0.000967	666	4.596467	0.348692	0.188058	
3486	0.007046	0.056827	0.000922	638	4.585793	0.365330	0.179313	
3487	0.003738	0.031991	0.000963	682	4.544538	0.360273	0.187167	
3488	0.004835	0.042124	0.000871	666	4.555642	0.352694	0.169373	
3489	0.002428	0.020417	0.000834	649	4.522642	0.342795	0.162086	
3490	0.005508	0.046726	0.000867	665	4.532841	0.358515	0.168506	
3491	0.009442	0.078935	0.000840	652	4.513622	0.342479	0.163282	
3492	0.000737	0.006378	0.000836	670	4.549060	0.345054	0.162524	
3493	0.002842	0.024508	0.000925	649	4.567943	0.349558	0.179756	
3494	0.000748	0.006144	0.000876	653	4.637217	0.362164	0.170283	
3495	0.006166	0.052345	0.000869	667	4.527843	0.355591	0.168845	
3496	0.003695	0.031676	0.000878	674	4.524538	0.341464	0.170586	
3497	0.004807	0.040823	0.000846	681	4.591055	0.364854	0.164416	
3498	0.003159	0.027865	0.000928	656	4.526542	0.327663	0.180337	
3499	0.004323	0.037967	0.000937	661	4.448849	0.326428	0.182237	
3500	0.008198	0.068738	0.000885	654	4.611617	0.373052	0.172067	
3501	0.010781	0.090583	0.000812	654	4.552889	0.356014	0.157879	
3502	0.012264	0.105278	0.000837	647	4.507742	0.335211	0.162644	
3503	-0.000101	-0.000840	0.000816	637	4.556668	0.357092	0.158654	
3504	0.015926	0.134645	0.000866	633	4.456134	0.343164	0.168273	
3505	0.011075	0.095699	0.000777	654	4.520735	0.334230	0.151077	
3506	0.007165	0.059697	0.000937	671	4.552122	0.368387	0.182233	
3507	0.014569	0.126722	0.000956	658	4.548151	0.352401	0.185908	
3508	0.006566	0.056115	0.000960	667	4.548372	0.351037	0.186647	
3509	0.012895	0.114286	0.000985	666	4.513036	0.363291	0.191398	
3510	0.013187	0.113136	0.001046	678	4.569226	0.355004	0.203293	
3511	0.005280	0.043419	0.001061	642	4.617387	0.358603	0.206301	
3512	0.007203	0.059901	0.000965	651	4.571245	0.349054	0.187537	
3513	0.009630	0.081091	0.001041	636	4.602006	0.362269	0.202302	
3514	0.004574	0.039388	0.001094	688	4.537131	0.343631	0.212754	
3515	0.003392	0.028011	0.001107	622	4.440340	0.337909	0.215271	
3516	-0.001167	-0.009998	0.001118	662	4.528854	0.323985	0.217281	
3517	0.005519	0.046225	0.001136	670	4.599658	0.354417	0.220759	
3518	-0.001261	-0.010913	0.001195	666	4.577711	0.354734	0.232250	
3519	0.003368	0.029424	0.001307	663	4.603972	0.348130	0.254112	
3520	-0.006917	-0.061680	0.001215	683	4.523985	0.339098	0.236148	
3521	0.002033	0.017214	0.001185	658	4.535873	0.337316	0.230273	
3522	-0.006593	-0.055259	0.001175	637	4.549112	0.349232	0.228474	
3523	0.005813	0.049190	0.001136	654	4.618720	0.352604	0.220809	
3524	-0.001204	-0.010021	0.001147	644	4.580936	0.347932	0.222989	
3525	0.000879	0.007096	0.001162	647	4.635689	0.367242	0.225940	
3526	0.002745	0.022872	0.001114	664	4.576383	0.339915	0.216546	
3527	-0.005522	-0.044535	0.001052	638	4.578360	0.349141	0.204562	
3528	-0.002804	-0.023811	0.000982	668	4.612650	0.358883	0.190875	
3529	0.004632	0.040236	0.000964	661	4.542537	0.352214	0.187423	
3530	-0.002514	-0.021691	0.001021	662	4.613331	0.355723	0.198447	
3531	-0.003842	-0.032585	0.000967	652	4.511719	0.357640	0.188065	
3532	0.000841	0.007025	0.000946	674	4.541311	0.356090	0.183825	
3533	0.001256	0.010764	0.000986	683	4.563160	0.346002	0.191636	
3534	0.001705	0.014410	0.000913	645	4.557744	0.360717	0.177437	
3535	0.004518	0.038298	0.000969	645	4.436147	0.351790	0.188304	
3536	-0.000795	-0.006898	0.000971	676	4.564061	0.354009	0.188678	
3537	-0.003266	-0.027643	0.001103	651	4.529656	0.339830	0.214325	
3538	-0.005678	-0.047886	0.001082	646	4.600675	0.358796	0.210249	
3539	-0.008739	-0.075746	0.001116	649	4.515233	0.350677	0.216996	
3540	-0.006465	-0.054381	0.001102	654	4.606220	0.368561	0.214255	
3541	-0.003965	-0.034620	0.001076	666	4.503019	0.360908	0.209240	
3542	-0.003625	-0.031549	0.000983	656	4.566661	0.351279	0.191083	
3543	0.002099	0.018462	0.001114	657	4.534932	0.331690	0.216480	
3544	0.005757	0.047826	0.001063	649	4.609898	0.338709	0.206723	
3545	-0.002191	-0.018587	0.001024	644	4.569886	0.339038	0.199078	
3546	-0.002069	-0.018024	0.000966	648	4.421174	0.330673	0.187703	
3547	0.005095	0.042577	0.000983	669	4.578677	0.363488	0.191178	
3548	-0.005137	-0.045689	0.001026	666	4.613644	0.352313	0.199393	
3549	-0.003519	-0.031529	0.001070	692	4.544551	0.362931	0.208078	
3550	0.003108	0.026167	0.000960	664	4.568089	0.354546	0.186611	
3551	-0.002634	-0.022955	0.001064	669	4.485325	0.341807	0.206861	
3552	0.002266	0.019544	0.001084	683	4.604949	0.350183	0.210658	
3553	0.002016	0.018881	0.001034	707	4.542786	0.340210	0.200955	
3554	-0.003533	-0.029915	0.001060	652	4.575392	0.362225	0.205989	
3555	0.007084	0.061633	0.001047	673	4.546334	0.344585	0.203544	
3556	0.000448	0.003901	0.000984	651	4.557947	0.362259	0.191274	
3557	-0.001002	-0.008500	0.001115	658	4.520299	0.339690	0.216801	
3558	0.001416	0.012446	0.001058	672	4.580479	0.341886	0.205609	
3559	-0.001400	-0.011790	0.001057	685	4.532971	0.348417	0.205397	
3560	0.002749	0.023356	0.001041	637	4.480026	0.352440	0.202286	
3561	0.003885	0.033589	0.001189	669	4.614971	0.359379	0.231187	
3562	0.002880	0.024324	0.001099	647	4.466578	0.346563	0.213725	
3563	0.007039	0.059349	0.001220	645	4.605960	0.340997	0.237164	
3564	-0.007414	-0.065630	0.001124	667	4.580807	0.345239	0.218419	
3565	-0.001508	-0.013379	0.001115	669	4.604303	0.357625	0.216677	
3566	-0.000370	-0.003204	0.001028	684	4.538291	0.353221	0.199881	
3567	0.001785	0.015137	0.001021	653	4.577229	0.369271	0.198555	
3568	0.008395	0.073834	0.001028	649	4.528788	0.342937	0.199795	
3569	-0.004273	-0.036229	0.000933	668	4.529038	0.356884	0.181408	
3570	0.002835	0.023476	0.001007	648	4.610762	0.366307	0.195770	
3571	-0.004256	-0.036510	0.001012	658	4.587354	0.358338	0.196644	
3572	-0.006530	-0.056430	0.001046	657	4.567914	0.344593	0.203262	
3573	-0.004520	-0.039652	0.001049	669	4.544419	0.370033	0.203850	
3574	0.003952	0.033546	0.001017	623	4.537637	0.339201	0.197664	
3575	0.001082	0.009394	0.001072	647	4.572589	0.348116	0.208440	
3576	0.000076	0.000643	0.001062	643	4.587265	0.349198	0.206473	
3577	-0.003713	-0.030594	0.001062	631	4.557672	0.343919	0.206422	
3578	-0.003203	-0.027681	0.001093	676	4.559816	0.348862	0.212479	
3579	-0.000473	-0.003947	0.001101	671	4.595810	0.371084	0.214103	
3580	0.004841	0.040006	0.001131	661	4.560737	0.365566	0.219777	
3581	0.003391	0.030603	0.001155	670	4.451599	0.309711	0.224451	
3582	-0.001201	-0.010278	0.001059	660	4.452349	0.334777	0.205901	
3583	0.004386	0.036643	0.001108	635	4.554831	0.347287	0.215384	
3584	0.003070	0.027473	0.001103	672	4.595580	0.365218	0.214493	
3585	0.001475	0.012513	0.001176	638	4.610183	0.357090	0.228543	
3586	0.006363	0.055583	0.001149	676	4.613271	0.375821	0.223409	
3587	0.009571	0.081974	0.001132	660	4.630270	0.359058	0.219962	
3588	0.001750	0.014895	0.001101	648	4.536680	0.334316	0.213992	
3589	0.013353	0.112085	0.001078	632	4.487417	0.367763	0.209522	
3590	0.007856	0.066640	0.001107	640	4.576470	0.338631	0.215155	
3591	0.000520	0.004483	0.001103	643	4.528858	0.358537	0.214417	
3592	0.007594	0.062176	0.001104	647	4.555933	0.345076	0.214704	
3593	-0.008283	-0.071443	0.001035	660	4.587644	0.341374	0.201192	
3594	0.000254	0.002175	0.001039	653	4.532655	0.338042	0.201960	
3595	-0.004377	-0.036926	0.000964	620	4.500391	0.354753	0.187314	
3596	0.000706	0.006209	0.001036	650	4.587532	0.345199	0.201457	
3597	0.001615	0.014081	0.000997	650	4.557034	0.349243	0.193767	
3598	-0.005163	-0.044498	0.001076	666	4.490456	0.333709	0.209219	
3599	-0.003309	-0.028889	0.001066	662	4.533107	0.354979	0.207225	
3600	-0.003743	-0.032374	0.001048	650	4.536529	0.354247	0.203789	
3601	-0.006202	-0.051111	0.001060	666	4.540987	0.357470	0.206124	
3602	-0.000903	-0.007807	0.001121	648	4.495277	0.339627	0.217882	
3603	0.003285	0.029375	0.000995	675	4.552266	0.336147	0.193411	
3604	-0.001943	-0.016344	0.001097	661	4.550780	0.358792	0.213246	
3605	-0.002574	-0.021433	0.000908	629	4.524982	0.340937	0.176432	
3606	0.001496	0.013413	0.000991	662	4.506860	0.333632	0.192643	
3607	-0.004592	-0.040345	0.001030	671	4.534804	0.341294	0.200272	
3608	-0.008379	-0.072539	0.001015	657	4.527772	0.333475	0.197406	
3609	-0.003094	-0.026614	0.001051	653	4.561338	0.345212	0.204396	
3610	-0.001061	-0.009104	0.000964	650	4.585186	0.346611	0.187481	
3611	-0.005610	-0.048681	0.000943	693	4.523552	0.370932	0.183302	
3612	-0.007061	-0.062022	0.000962	681	4.501677	0.353212	0.186930	
3613	-0.004226	-0.034354	0.000893	636	4.650329	0.372334	0.173609	
3614	-0.003362	-0.029376	0.000939	660	4.565520	0.353470	0.182552	
3615	-0.006157	-0.051791	0.000937	660	4.580184	0.353690	0.182104	
3616	-0.003055	-0.026207	0.000990	642	4.548338	0.339066	0.192357	
3617	-0.005559	-0.047891	0.001065	647	4.541703	0.344110	0.206947	
3618	-0.006796	-0.056954	0.000998	654	4.507460	0.351122	0.193935	
3619	-0.006579	-0.057730	0.001034	658	4.594077	0.340413	0.201045	
3620	0.000293	0.002534	0.001103	629	4.586041	0.348207	0.214490	
3621	-0.005823	-0.049965	0.001015	624	4.562241	0.339920	0.197390	
3622	-0.005814	-0.049332	0.001078	652	4.605969	0.357261	0.209477	
3623	-0.002153	-0.018290	0.001077	645	4.533196	0.350053	0.209406	
3624	0.000565	0.004927	0.001147	655	4.561994	0.339056	0.222878	
3625	0.004406	0.037205	0.001219	671	4.514851	0.351356	0.237035	
3626	0.005314	0.045014	0.001241	649	4.600978	0.359331	0.241281	
3627	0.007572	0.065214	0.001136	653	4.603987	0.366693	0.220770	
3628	0.000401	0.003582	0.001303	668	4.526094	0.352505	0.253380	
3629	-0.004900	-0.042624	0.001364	666	4.597767	0.359290	0.265200	
3630	-0.001281	-0.010642	0.001397	659	4.617602	0.346520	0.271523	
3631	0.001989	0.016824	0.001265	662	4.490005	0.342241	0.245880	
3632	0.007101	0.059546	0.001314	643	4.496647	0.332628	0.255471	
3633	-0.002606	-0.021184	0.001242	626	4.599146	0.352346	0.241481	
3634	0.001222	0.010088	0.001316	668	4.637653	0.350208	0.255901	
3635	0.006741	0.058951	0.001148	674	4.523906	0.347053	0.223258	
3636	-0.001182	-0.010191	0.001168	664	4.569706	0.340736	0.226990	
3637	-0.001256	-0.010507	0.001201	663	4.570822	0.361099	0.233544	
3638	-0.000124	-0.001054	0.001153	639	4.595770	0.361636	0.224194	
3639	-0.003073	-0.027208	0.001239	664	4.506714	0.337975	0.240940	
3640	0.004250	0.036681	0.001153	638	4.551737	0.354750	0.224065	
3641	-0.002044	-0.016867	0.001148	636	4.547667	0.340692	0.223169	
3642	-0.000845	-0.007229	0.001177	651	4.522131	0.353184	0.228736	
3643	0.000161	0.001407	0.001138	693	4.517467	0.346421	0.221252	
3644	0.000059	0.000499	0.001159	635	4.571774	0.346710	0.225375	
3645	0.001121	0.009458	0.001214	635	4.533439	0.354430	0.236075	
3646	0.008712	0.073210	0.001154	654	4.587891	0.346805	0.224386	
3647	0.005289	0.044685	0.001267	646	4.607241	0.373803	0.246257	
3648	0.009576	0.080042	0.001274	644	4.588868	0.361987	0.247592	
3649	0.006952	0.058906	0.001304	665	4.575384	0.358048	0.253586	
3650	-0.002059	-0.017617	0.001369	675	4.585729	0.359984	0.266160	
3651	0.006410	0.052972	0.001414	655	4.637033	0.382755	0.274780	
3652	0.001648	0.013865	0.001373	655	4.517104	0.371575	0.266915	
3653	0.003097	0.026488	0.001389	668	4.514729	0.352250	0.270072	
3654	0.002807	0.024247	0.001314	664	4.577068	0.358097	0.255496	
3655	0.002547	0.021624	0.001383	665	4.579872	0.347234	0.268768	
3656	0.005161	0.042465	0.001450	663	4.549435	0.346472	0.281849	
3657	0.002273	0.019421	0.001329	658	4.548689	0.349684	0.258421	
3658	0.010277	0.089891	0.001289	654	4.594700	0.345328	0.250502	
3659	0.006561	0.053722	0.001230	625	4.550802	0.359081	0.239178	
3660	0.004035	0.032705	0.001237	649	4.512765	0.364425	0.240514	
3661	0.001721	0.015054	0.001223	645	4.537843	0.334571	0.237766	
3662	0.007564	0.064823	0.001191	674	4.573867	0.348737	0.231602	
3663	0.008926	0.078347	0.001199	680	4.577403	0.357548	0.233098	
3664	0.006405	0.054748	0.001294	664	4.587279	0.341294	0.251496	
3665	0.001586	0.013586	0.001339	661	4.583326	0.374209	0.260334	
3666	0.010082	0.082128	0.001215	627	4.595936	0.369788	0.236152	
3667	-0.000358	-0.003055	0.001038	665	4.525317	0.353615	0.201746	
3668	0.007470	0.063222	0.001148	668	4.523253	0.346541	0.223121	
3669	-0.000143	-0.001227	0.001176	657	4.641258	0.351110	0.228574	
3670	0.008555	0.075867	0.001242	660	4.571694	0.337081	0.241477	
3671	0.006611	0.054245	0.001272	648	4.616443	0.350648	0.247333	
3672	0.004064	0.034156	0.001340	644	4.511657	0.356647	0.260421	
3673	0.003007	0.025941	0.001280	668	4.589547	0.357111	0.248832	
3674	-0.002470	-0.020726	0.001384	645	4.619919	0.363087	0.269030	
3675	0.005560	0.048617	0.001398	631	4.586202	0.343235	0.271720	
3676	0.003345	0.028122	0.001357	638	4.557423	0.351313	0.263828	
3677	-0.000864	-0.007252	0.001422	651	4.523249	0.340635	0.276385	
3678	0.001913	0.015966	0.001442	660	4.511079	0.334357	0.280260	
3679	0.000545	0.004749	0.001352	666	4.580338	0.346408	0.262885	
3680	-0.001730	-0.014167	0.001306	633	4.576800	0.360944	0.253910	
3681	-0.003825	-0.030940	0.001350	645	4.634307	0.371782	0.262486	
3682	0.008650	0.071941	0.001323	654	4.516830	0.368166	0.257175	
3683	-0.005481	-0.046493	0.001177	630	4.579427	0.345026	0.228773	
3684	0.002721	0.022598	0.001247	640	4.544740	0.364582	0.242435	
3685	0.006048	0.052776	0.001202	668	4.572012	0.352559	0.233684	
3686	-0.007881	-0.065360	0.001229	651	4.531784	0.355402	0.238854	
3687	-0.002345	-0.019388	0.001223	660	4.564809	0.358892	0.237787	
3688	-0.002472	-0.021255	0.001300	667	4.578433	0.351831	0.252639	
3689	-0.000029	-0.000241	0.001266	644	4.527745	0.343317	0.246066	
3690	-0.006572	-0.056918	0.001266	667	4.568530	0.372781	0.246057	
3691	-0.007818	-0.066345	0.001111	669	4.544994	0.346720	0.215942	
3692	-0.006936	-0.058974	0.001223	650	4.519190	0.354150	0.237706	
3693	0.000108	0.000935	0.001237	674	4.578002	0.359633	0.240407	
3694	-0.000523	-0.004530	0.001265	652	4.545711	0.344041	0.245948	
3695	0.001671	0.014400	0.001241	653	4.604839	0.361080	0.241248	
3696	0.001191	0.010286	0.001297	663	4.550924	0.354111	0.252212	
3697	-0.002642	-0.021711	0.001368	625	4.550328	0.361629	0.265901	
3698	-0.001434	-0.012027	0.001313	650	4.550946	0.355958	0.255202	
3699	-0.002287	-0.019766	0.001161	662	4.517619	0.341593	0.225627	
3700	-0.004032	-0.034517	0.001212	683	4.635675	0.357394	0.235572	
3701	0.002091	0.017590	0.001179	652	4.539988	0.346272	0.229158	
3702	-0.003382	-0.028188	0.001165	644	4.539121	0.341459	0.226554	
3703	-0.000657	-0.005696	0.001148	675	4.505409	0.350996	0.223183	
3704	-0.008251	-0.068143	0.001154	630	4.519959	0.338278	0.224330	
3705	0.001819	0.015951	0.001197	670	4.489826	0.358867	0.232700	
3706	0.000021	0.000183	0.001225	664	4.538960	0.352902	0.238045	
3707	-0.000341	-0.002840	0.001274	640	4.524672	0.340801	0.247657	
3708	-0.000991	-0.008014	0.001138	633	4.600158	0.357523	0.221241	
3709	-0.008703	-0.074970	0.001138	645	4.608697	0.351764	0.221295	
3710	0.004673	0.040147	0.001139	663	4.603828	0.351138	0.221398	
3711	0.001654	0.014031	0.001105	645	4.489165	0.327714	0.214845	
3712	0.001872	0.015751	0.001149	633	4.615199	0.346522	0.223349	
3713	-0.008030	-0.067769	0.001301	666	4.555715	0.355507	0.252991	
3714	0.005108	0.043984	0.001308	668	4.582075	0.340702	0.254219	
3715	0.000769	0.006581	0.001367	659	4.566511	0.349860	0.265687	
3716	0.005294	0.044509	0.001301	673	4.521270	0.331674	0.252889	
3717	-0.002038	-0.017668	0.001291	675	4.597953	0.345764	0.251008	
3718	0.002000	0.017170	0.001310	666	4.483372	0.351265	0.254717	
3719	0.004479	0.037592	0.001292	657	4.543599	0.347997	0.251192	
3720	-0.000761	-0.006455	0.001222	644	4.482278	0.344706	0.237472	
3721	-0.003695	-0.031652	0.001179	676	4.543753	0.348010	0.229112	
3722	-0.005504	-0.046174	0.001094	647	4.533307	0.357816	0.212709	
3723	0.006598	0.059652	0.001088	684	4.499956	0.349384	0.211593	
3724	0.004475	0.037394	0.001097	650	4.519812	0.342990	0.213169	
3725	0.003530	0.029992	0.001125	663	4.555974	0.342936	0.218724	
3726	0.002422	0.020763	0.001106	670	4.556844	0.364413	0.215037	
3727	0.007356	0.064274	0.001080	653	4.562592	0.338593	0.209868	
3728	0.003273	0.028207	0.001081	647	4.613234	0.358469	0.210140	
3729	0.010363	0.091049	0.001113	683	4.573483	0.362007	0.216390	
3730	-0.000750	-0.006227	0.001293	665	4.516215	0.361410	0.251374	
3731	0.000114	0.000965	0.001213	656	4.521403	0.335618	0.235712	
3732	-0.006642	-0.056212	0.001308	628	4.520007	0.341797	0.254229	
3733	-0.000734	-0.005897	0.001191	652	4.592427	0.357651	0.231525	
3734	0.002208	0.019174	0.001135	683	4.596599	0.358620	0.220731	
3735	0.002174	0.018547	0.001128	645	4.534049	0.365556	0.219350	
3736	0.004696	0.039755	0.001037	664	4.593055	0.355347	0.201519	
3737	0.001365	0.012250	0.000968	667	4.564178	0.344146	0.188203	
3738	0.001619	0.014037	0.000959	672	4.526606	0.347167	0.186412	
3739	0.002141	0.018239	0.000991	665	4.577931	0.356365	0.192681	
3740	-0.001635	-0.013783	0.000952	641	4.553784	0.343299	0.185105	
3741	0.010648	0.091195	0.000972	671	4.515842	0.344641	0.188901	
3742	0.005182	0.044034	0.000957	672	4.585779	0.352349	0.186088	
3743	0.002689	0.023434	0.000834	685	4.650629	0.358535	0.162048	
3744	0.002246	0.019218	0.000827	629	4.612476	0.356085	0.160795	
3745	-0.000988	-0.008388	0.000891	653	4.592098	0.368202	0.173279	
3746	0.003179	0.027150	0.000850	654	4.597617	0.349824	0.165331	
3747	0.000217	0.001727	0.000859	646	4.659445	0.378345	0.167054	
3748	-0.005752	-0.050841	0.000840	686	4.556740	0.350100	0.163287	
3749	-0.007457	-0.061555	0.000873	640	4.632102	0.354165	0.169755	
3750	-0.003632	-0.032868	0.000827	678	4.595009	0.333236	0.160838	
3751	-0.007515	-0.063980	0.000888	668	4.637730	0.357562	0.172685	
3752	0.000946	0.008555	0.000772	703	4.601360	0.349851	0.150035	
3753	-0.002834	-0.025049	0.000870	662	4.563146	0.342906	0.169145	
3754	0.001899	0.015950	0.000889	648	4.586176	0.375729	0.172773	
3755	-0.005880	-0.049552	0.000923	655	4.576466	0.350492	0.179425	
3756	-0.005181	-0.044433	0.000911	676	4.521152	0.346387	0.177017	
3757	-0.002751	-0.023191	0.000959	652	4.611015	0.358868	0.186514	
3758	-0.002653	-0.022443	0.000929	639	4.580861	0.344195	0.180613	
3759	-0.000944	-0.008297	0.000982	676	4.437793	0.337089	0.190901	
3760	-0.007046	-0.060184	0.000992	656	4.510952	0.348923	0.192922	
3761	0.001624	0.014245	0.001022	673	4.596613	0.367672	0.198661	
3762	-0.003745	-0.032228	0.001040	654	4.579770	0.359711	0.202076	
3763	-0.001430	-0.012334	0.001008	650	4.542267	0.328740	0.195935	
3764	-0.000844	-0.006862	0.001013	631	4.520918	0.357255	0.196849	
3765	-0.007570	-0.066146	0.000972	653	4.604635	0.354521	0.188950	
3766	0.004570	0.040818	0.000925	679	4.577586	0.343499	0.179740	
3767	0.000279	0.002390	0.000902	649	4.514568	0.357357	0.175271	
3768	-0.000750	-0.006598	0.000891	641	4.570690	0.329063	0.173230	
3769	-0.001314	-0.011434	0.000919	664	4.596974	0.352856	0.178568	
3770	0.001443	0.012617	0.000894	673	4.564590	0.342184	0.173760	
3771	-0.003450	-0.029171	0.000922	676	4.535069	0.346372	0.179198	
3772	0.000352	0.002924	0.001070	669	4.521578	0.360430	0.208032	
3773	0.001683	0.014526	0.001029	658	4.688919	0.361436	0.200098	
3774	0.001745	0.014662	0.001066	653	4.567468	0.366943	0.207175	
3775	0.002941	0.024513	0.000949	653	4.556602	0.353130	0.184534	
3776	0.003549	0.031222	0.000979	645	4.487341	0.333208	0.190308	
3777	-0.006636	-0.056926	0.001046	630	4.581914	0.347499	0.203410	
3778	-0.000037	-0.000318	0.001077	665	4.592405	0.360025	0.209414	
3779	0.004068	0.034452	0.001056	646	4.524123	0.331788	0.205219	
3780	-0.003392	-0.029417	0.001058	662	4.572305	0.345242	0.205641	
3781	0.002655	0.022057	0.001074	654	4.594235	0.365137	0.208728	
3782	0.003328	0.029589	0.001182	671	4.541159	0.329464	0.229774	
3783	-0.001763	-0.015398	0.001114	676	4.547551	0.334024	0.216645	
3784	-0.005178	-0.044892	0.001051	683	4.579455	0.361851	0.204348	
3785	0.000337	0.002935	0.001077	653	4.524238	0.338410	0.209386	
3786	0.006078	0.051985	0.000941	636	4.569909	0.370047	0.183000	
3787	-0.001910	-0.015818	0.000943	632	4.408707	0.345159	0.183401	
3788	0.003176	0.028046	0.000971	655	4.593631	0.346150	0.188725	
3789	0.003086	0.026604	0.001000	676	4.623412	0.355658	0.194402	
3790	0.005310	0.045637	0.000971	645	4.557386	0.336888	0.188771	
3791	-0.007901	-0.070292	0.001049	667	4.512518	0.343743	0.203840	
3792	-0.003151	-0.027373	0.001032	677	4.630357	0.354936	0.200585	
3793	0.000614	0.005147	0.001012	627	4.566196	0.352975	0.196772	
3794	0.003084	0.027274	0.001008	675	4.613283	0.356146	0.195947	
3795	0.000611	0.005105	0.001011	664	4.564269	0.367974	0.196506	
3796	0.000855	0.007192	0.000959	655	4.542815	0.335030	0.186385	
3797	0.001603	0.013255	0.000963	636	4.564780	0.356269	0.187131	
3798	-0.000346	-0.002912	0.000984	660	4.567641	0.361606	0.191324	
3799	0.002382	0.020513	0.001003	668	4.581261	0.352481	0.194993	
3800	-0.000240	-0.002090	0.001113	656	4.584569	0.353046	0.216399	
3801	-0.003171	-0.026417	0.001054	653	4.499499	0.344047	0.204958	
3802	0.007881	0.068047	0.001103	657	4.544787	0.328404	0.214322	
3803	0.003449	0.029760	0.001072	657	4.584899	0.339950	0.208457	
3804	0.005769	0.049918	0.001135	649	4.560165	0.355874	0.220605	
3805	-0.000196	-0.001759	0.001042	678	4.511376	0.334976	0.202636	
3806	-0.001523	-0.012764	0.001196	649	4.581931	0.348620	0.232444	
